Time,Cell Name,EPM_RRC_SR,EPM_ERAB_SR,Cluster
2022-08-27,LCAIE32381-2,100.0,99.9303,23
2022-08-27,LCAIE32381-1,99.8219,99.5812,23
2022-08-27,LDELW28641-7,100.0,99.2424,41
2022-08-27,LDELW28641-6,100.0,99.7817,41
2022-08-27,LDELW28641-5,100.0,99.911,41
2022-08-27,LDELW28641-3,100.0,99.7171,41
2022-08-27,LDELW28641-2,100.0,99.9559,41
2022-08-27,LDELW28641-1,100.0,99.5572,41
2022-08-27,LDELE44413-7,100.0,100.0,3
2022-08-27,LDELE44413-6,100.0,99.7602,3
2022-08-27,LDELE44413-5,99.8016,100.0,3
2022-08-27,LDELE44413-3,100.0,99.5524,3
2022-08-27,LDELE44413-2,100.0,99.792,3
2022-08-27,LDELE44413-1,100.0,99.8371,3
2022-08-27,LDELM14369-7,100.0,99.7638,21
2022-08-27,LDELM14369-6,100.0,100.0,21
2022-08-27,LDELM14369-5,100.0,100.0,21
2022-08-27,LDELM14369-3,100.0,99.9375,21
2022-08-27,LDELM14369-2,100.0,100.0,21
2022-08-27,LDELM14369-1,100.0,100.0,21
2022-08-27,LDELW28755-7,100.0,100.0,41
2022-08-27,LDELW28755-6,100.0,100.0,41
2022-08-27,LDELW28755-5,100.0,97.561,41
2022-08-27,LDELW28755-3,100.0,99.8545,41
2022-08-27,LDELW28755-2,100.0,100.0,41
2022-08-27,LDELW28755-1,100.0,100.0,41
2022-08-27,LCAIE10977-3,100.0,99.9291,29
2022-08-27,LCAIE10977-2,100.0,99.6094,29
2022-08-27,LCAIE10977-1,100.0,100.0,29
2022-08-27,LCAIE10474-3,99.7579,99.8228,11
2022-08-27,LCAIE10474-2,100.0,99.9399,11
2022-08-27,LCAIE10474-1,100.0,99.9602,11
2022-08-27,LDELE54411-7,100.0,100.0,43
2022-08-27,LDELE54411-6,100.0,100.0,43
2022-08-27,LDELE54411-5,100.0,100.0,43
2022-08-27,LDELE54411-3,100.0,100.0,43
2022-08-27,LDELE54411-2,100.0,100.0,43
2022-08-27,LDELE54411-1,100.0,100.0,43
2022-08-27,LCAIN10363-7,100.0,100.0,38
2022-08-27,LCAIN10363-6,100.0,100.0,38
2022-08-27,LCAIN10363-5,100.0,100.0,38
2022-08-27,LSINS16649-6,100.0,100.0,14
2022-08-27,LSINS16649-3,100.0,100.0,14
2022-08-27,LSINS16649-2,100.0,100.0,14
2022-08-27,LSINS16649-1,100.0,100.0,14
2022-08-27,LDELE17111-7,100.0,100.0,7
2022-08-27,LDELE17111-6,100.0,99.4975,7
2022-08-27,LDELE17111-5,100.0,100.0,7
2022-08-27,LDELE17111-3,100.0,100.0,7
2022-08-27,LDELE17111-2,100.0,100.0,7
2022-08-27,LDELE17111-1,100.0,100.0,7
2022-08-27,LCAIW30305-7,100.0,100.0,44
2022-08-27,LCAIW30305-6,100.0,100.0,44
2022-08-27,LCAIW30305-5,100.0,100.0,44
2022-08-27,LCAIW30305-3,100.0,99.9287,44
2022-08-27,LCAIW30305-2,100.0,99.8864,44
2022-08-27,LCAIW30305-1,100.0,100.0,44
2022-08-27,LCAIE20862-11,100.0,100.0,36
2022-08-27,LCAIE20862-10,100.0,98.7755,36
2022-08-27,LCAIE20862-9,100.0,100.0,36
2022-08-27,LCAIW10814-12,97.5,99.1736,25
2022-08-27,LCAIW10814-11,100.0,100.0,25
2022-08-27,LCAIW10814-10,100.0,100.0,25
2022-08-27,LCAIW10814-9,100.0,100.0,25
2022-08-27,LCAIE10474-11,100.0,100.0,11
2022-08-27,LCAIE10474-10,100.0,100.0,11
2022-08-27,LCAIE10474-9,100.0,100.0,11
2022-08-27,LDELM27256-7,100.0,100.0,45
2022-08-27,LDELM27256-6,100.0,100.0,45
2022-08-27,LDELM27256-5,100.0,100.0,45
2022-08-27,LDELM27256-3,100.0,99.8726,45
2022-08-27,LDELM27256-2,100.0,100.0,45
2022-08-27,LDELM27256-1,100.0,100.0,45
2022-08-27,LDELW38106-11,100.0,100.0,32
2022-08-27,LDELW38106-10,100.0,99.5608,32
2022-08-27,LDELW38106-9,100.0,99.8723,32
2022-08-27,LCAIN20428-7,100.0,100.0,49
2022-08-27,LCAIN20428-6,100.0,100.0,49
2022-08-27,LCAIN20428-5,100.0,100.0,49
2022-08-27,LCAIN10370-7,100.0,100.0,13
2022-08-27,LCAIN10370-6,100.0,100.0,13
2022-08-27,LCAIN10370-5,100.0,100.0,13
2022-08-27,LCAIN10370-3,100.0,100.0,13
2022-08-27,LCAIN10370-2,100.0,100.0,13
2022-08-27,LCAIN10370-1,100.0,99.8124,13
2022-08-27,LDELW28587-6,100.0,98.5507,41
2022-08-27,LDELW28587-5,100.0,100.0,41
2022-08-27,LDELW28587-3,100.0,100.0,41
2022-08-27,LDELW28587-2,100.0,99.4819,41
2022-08-27,LDELW28587-1,100.0,99.5536,41
2022-08-27,LCAIW20920-11,100.0,99.8575,2
2022-08-27,LCAIW20920-10,99.6337,97.9381,2
2022-08-27,LCAIW20920-9,100.0,100.0,2
2022-08-27,LDELE37187-7,100.0,100.0,19
2022-08-27,LDELE37187-6,100.0,100.0,19
2022-08-27,LDELE37187-5,100.0,100.0,19
2022-08-27,LDELE37187-3,100.0,100.0,19
2022-08-27,LDELE37187-2,100.0,99.6604,19
2022-08-27,LDELE37187-1,100.0,100.0,19
2022-08-27,LCAIE20696-11,100.0,100.0,36
2022-08-27,LCAIE20696-10,100.0,99.9193,36
2022-08-27,LCAIE20696-9,100.0,99.41,36
2022-08-27,LCAIW10245-11,100.0,99.9216,12
2022-08-27,LCAIW10245-10,100.0,100.0,12
2022-08-27,LCAIW10245-9,100.0,99.6084,12
2022-08-27,LCAIE10977-11,100.0,100.0,29
2022-08-27,LCAIE10977-10,100.0,100.0,29
2022-08-27,LCAIE10977-9,100.0,100.0,29
2022-08-27,LCAIN32054-11,100.0,98.2379,39
2022-08-27,LCAIN32054-10,100.0,99.7283,39
2022-08-27,LCAIN32054-9,100.0,100.0,39
2022-08-27,LDELW28581-7,100.0,100.0,41
2022-08-27,LDELW28581-6,100.0,100.0,41
2022-08-27,LDELW28581-5,100.0,100.0,41
2022-08-27,LDELW28581-3,100.0,100.0,41
2022-08-27,LDELW28581-2,100.0,99.5413,41
2022-08-27,LDELW28581-1,100.0,100.0,41
2022-08-27,LCAIN20192-11,100.0,99.4652,49
2022-08-27,LCAIN20192-10,100.0,100.0,49
2022-08-27,LCAIN20192-9,100.0,100.0,49
2022-08-27,LDELE14050-11,99.8503,99.705,46
2022-08-27,LDELE14050-10,100.0,99.6779,46
2022-08-27,LDELE14050-9,100.0,99.6139,46
2022-08-27,LCAIW30329-11,100.0,99.3711,27
2022-08-27,LCAIW30329-10,100.0,99.6416,27
2022-08-27,LCAIW30329-9,100.0,100.0,27
2022-08-27,LCAIW10051-11,100.0,100.0,31
2022-08-27,LCAIW10051-10,100.0,99.6491,31
2022-08-27,LCAIW10051-9,100.0,99.1379,31
2022-08-27,LDELM18757-7,100.0,99.9306,33
2022-08-27,LDELM18757-6,99.9224,99.8635,33
2022-08-27,LDELM18757-5,100.0,100.0,33
2022-08-27,LDELM18757-3,100.0,100.0,33
2022-08-27,LDELM18757-2,100.0,99.8522,33
2022-08-27,LDELM18757-1,100.0,99.9275,33
2022-08-27,LDELE44878-11,100.0,100.0,3
2022-08-27,LDELE44878-10,100.0,100.0,3
2022-08-27,LDELE44878-9,100.0,100.0,3
2022-08-27,LSINS26700-10,100.0,100.0,28
2022-08-27,LSINS26700-9,100.0,100.0,28
2022-08-27,LCAIW30540-11,100.0,99.729,27
2022-08-27,LCAIW30540-10,100.0,99.1525,27
2022-08-27,LCAIW30540-9,100.0,100.0,17
2022-08-27,LCAIE12074-7,100.0,100.0,29
2022-08-27,LCAIE12074-6,100.0,100.0,29
2022-08-27,LCAIE12074-5,100.0,100.0,29
2022-08-27,LCAIE12074-3,100.0,99.8894,29
2022-08-27,LCAIE12074-2,100.0,100.0,29
2022-08-27,LCAIE12074-1,100.0,99.7908,29
2022-08-27,LDELW14484-11,99.8918,99.8943,20
2022-08-27,LDELW14484-10,99.9601,99.843,20
2022-08-27,LDELW14484-9,99.8292,98.2368,20
2022-08-27,LCAIN20156-11,100.0,100.0,16
2022-08-27,LCAIN20156-10,100.0,100.0,16
2022-08-27,LCAIN20156-9,100.0,100.0,16
2022-08-27,LDELE14053-11,100.0,100.0,46
2022-08-27,LDELE14053-10,100.0,100.0,46
2022-08-27,LDELE14053-9,100.0,99.8917,46
2022-08-27,LCAIN20410-7,100.0,99.8874,49
2022-08-27,LCAIN20410-6,99.9425,99.7801,49
2022-08-27,LCAIN20410-5,100.0,100.0,49
2022-08-27,LCAIW30901-11,100.0,100.0,17
2022-08-27,LCAIW30901-10,100.0,100.0,17
2022-08-27,LCAIW30901-9,100.0,100.0,17
2022-08-27,LSINS37570-11,99.8314,99.6644,5
2022-08-27,LSINS37570-10,100.0,99.582,5
2022-08-27,LSINS37570-9,100.0,100.0,5
2022-08-27,LCAIW30541-12,100.0,100.0,17
2022-08-27,LCAIW30541-11,100.0,100.0,17
2022-08-27,LCAIW30541-10,100.0,100.0,17
2022-08-27,LCAIW30541-9,100.0,100.0,17
2022-08-27,LDELW34232-12,100.0,100.0,18
2022-08-27,LDELW34232-11,100.0,99.6721,18
2022-08-27,LDELW34232-10,100.0,100.0,18
2022-08-27,LDELW34232-9,100.0,99.7519,18
2022-08-27,LDELE28583-7,100.0,98.3088,48
2022-08-27,LDELE28583-6,100.0,99.4856,48
2022-08-27,LDELE28583-5,100.0,98.0769,48
2022-08-27,LDELE28583-3,100.0,99.8601,48
2022-08-27,LDELE28583-2,100.0,100.0,48
2022-08-27,LDELE28583-1,100.0,99.8596,48
2022-08-27,LCAIW20294-11,100.0,100.0,9
2022-08-27,LCAIW20294-10,100.0,100.0,9
2022-08-27,LCAIW20294-9,100.0,100.0,9
2022-08-27,LDELW24536-11,100.0,100.0,1
2022-08-27,LDELW24536-10,100.0,99.4975,1
2022-08-27,LDELW24536-9,100.0,99.4413,1
2022-08-27,LDELE28583-11,100.0,98.8713,48
2022-08-27,LDELE28583-10,100.0,100.0,48
2022-08-27,LDELE28583-9,100.0,100.0,48
2022-08-27,LCAIW10217-11,100.0,100.0,31
2022-08-27,LCAIW10217-10,100.0,100.0,31
2022-08-27,LCAIW10217-9,98.5714,97.8723,31
2022-08-27,LDELE14021-11,100.0,99.3233,30
2022-08-27,LDELE14021-10,100.0,100.0,30
2022-08-27,LDELE14021-9,100.0,100.0,30
2022-08-27,LSINS26707-7,100.0,100.0,28
2022-08-27,LSINS26707-6,100.0,100.0,28
2022-08-27,LSINS26707-3,100.0,100.0,28
2022-08-27,LSINS26707-2,100.0,100.0,28
2022-08-27,LCAIW30338-11,100.0,100.0,27
2022-08-27,LCAIW30338-10,100.0,100.0,27
2022-08-27,LCAIW30338-9,100.0,100.0,27
2022-08-27,LSINS16645-7,100.0,100.0,14
2022-08-27,LSINS16645-6,100.0,100.0,14
2022-08-27,LSINS16645-5,100.0,100.0,14
2022-08-27,LSINS16645-3,100.0,100.0,14
2022-08-27,LSINS16645-2,100.0,100.0,14
2022-08-27,LSINS16645-1,100.0,100.0,14
2022-08-27,LCAIN10453-11,100.0,100.0,13
2022-08-27,LCAIN10453-10,100.0,100.0,13
2022-08-27,LCAIN10453-9,100.0,100.0,13
2022-08-27,LCAIW30903-11,100.0,99.7921,17
2022-08-27,LCAIW30903-10,100.0,100.0,17
2022-08-27,LCAIW30903-9,100.0,99.7567,17
2022-08-27,LCAIW30307-11,100.0,100.0,44
2022-08-27,LCAIW30307-10,100.0,100.0,44
2022-08-27,LCAIW30307-9,100.0,100.0,44
2022-08-27,LDELE34316-11,100.0,99.505,40
2022-08-27,LDELE34316-10,100.0,100.0,40
2022-08-27,LDELE34316-9,100.0,100.0,40
2022-08-27,LCAIW30305-11,100.0,100.0,44
2022-08-27,LCAIW30305-10,100.0,100.0,44
2022-08-27,LCAIW30305-9,100.0,99.7758,44
2022-08-27,LSINS16637-7,100.0,100.0,14
2022-08-27,LSINS16637-6,100.0,100.0,14
2022-08-27,LSINS16637-5,100.0,100.0,14
2022-08-27,LSINS16637-3,100.0,100.0,14
2022-08-27,LSINS16637-2,100.0,100.0,14
2022-08-27,LSINS16637-1,100.0,100.0,14
2022-08-27,LDELM27154-11,100.0,100.0,45
2022-08-27,LDELM27154-10,100.0,99.7426,45
2022-08-27,LDELM27154-9,100.0,100.0,45
2022-08-27,LCAIW32291-11,100.0,99.8852,17
2022-08-27,LCAIW32291-10,100.0,100.0,17
2022-08-27,LCAIW32291-9,100.0,100.0,17
2022-08-27,LDELM14679-11,100.0,99.6183,21
2022-08-27,LDELM14679-10,100.0,100.0,21
2022-08-27,LDELM14679-9,100.0,99.2556,21
2022-08-27,LDELM17042-11,100.0,100.0,33
2022-08-27,LDELM17042-10,100.0,99.3721,33
2022-08-27,LDELM17042-9,100.0,100.0,33
2022-08-27,LCAIN22528-3,100.0,100.0,4
2022-08-27,LCAIN22528-2,100.0,100.0,4
2022-08-27,LCAIN22528-1,100.0,99.1453,4
2022-08-27,LCAIN22528-11,100.0,100.0,4
2022-08-27,LCAIN22528-10,100.0,100.0,4
2022-08-27,LCAIN22528-9,100.0,100.0,4
2022-08-27,LCAIN10450-9,100.0,100.0,13
2022-08-27,LCAIN10370-11,100.0,100.0,13
2022-08-27,LCAIN10370-10,100.0,100.0,13
2022-08-27,LCAIN10370-9,100.0,98.1395,13
2022-08-27,LDELM28716-7,100.0,100.0,45
2022-08-27,LDELM28716-6,100.0,100.0,45
2022-08-27,LDELM28716-5,100.0,100.0,45
2022-08-27,LDELM28716-3,100.0,99.7037,45
2022-08-27,LDELM28716-2,100.0,99.8679,45
2022-08-27,LDELM28716-1,100.0,100.0,45
2022-08-27,LCAIE20056-10,99.9762,99.941,29
2022-08-27,LCAIE20056-11,99.9314,100.0,29
2022-08-27,LCAIE20056-9,100.0,100.0,36
2022-08-27,LCAIW20285-11,100.0,100.0,9
2022-08-27,LCAIW20285-10,100.0,99.9254,9
2022-08-27,LCAIW20285-9,100.0,100.0,9
2022-08-27,LCAIN20476-7,100.0,100.0,22
2022-08-27,LCAIN20476-6,100.0,100.0,22
2022-08-27,LCAIN20476-5,99.3377,99.4083,22
2022-08-27,LCAIN20476-3,100.0,100.0,22
2022-08-27,LCAIN20476-2,100.0,100.0,22
2022-08-27,LCAIN20476-1,100.0,100.0,22
2022-08-27,LCAIN20476-11,100.0,100.0,22
2022-08-27,LCAIN20476-10,100.0,100.0,22
2022-08-27,LCAIN20476-9,100.0,98.4733,22
2022-08-27,LCAIE20062-12,100.0,99.9463,36
2022-08-27,LCAIE20062-11,100.0,99.8008,36
2022-08-27,LCAIE20062-10,100.0,99.812,36
2022-08-27,LCAIE20062-9,100.0,100.0,36
2022-08-27,LCAIE12074-11,100.0,99.9154,29
2022-08-27,LCAIE12074-10,100.0,99.8998,29
2022-08-27,LCAIE12074-9,100.0,100.0,29
2022-08-27,LSINI16324-11,100.0,100.0,32
2022-08-27,LSINI16324-10,100.0,99.7455,32
2022-08-27,LSINI16324-9,100.0,100.0,32
2022-08-27,LSINS27467-11,100.0,99.2958,28
2022-08-27,LSINS27467-10,100.0,100.0,28
2022-08-27,LSINS27467-9,100.0,100.0,28
2022-08-27,LDELM18757-11,99.5918,100.0,33
2022-08-27,LDELM18757-10,100.0,100.0,33
2022-08-27,LDELM18757-9,100.0,99.3827,33
2022-08-27,LDELE54411-11,100.0,100.0,43
2022-08-27,LDELE54411-9,100.0,100.0,43
2022-08-27,LDELE14063-7,100.0,100.0,46
2022-08-27,LDELE14063-6,100.0,99.7596,46
2022-08-27,LDELE14063-5,100.0,100.0,46
2022-08-27,LDELE14063-3,100.0,99.9441,46
2022-08-27,LDELE14063-2,100.0,99.9541,46
2022-08-27,LDELE14063-1,100.0,99.7039,46
2022-08-27,LSINS16223-11,100.0,100.0,42
2022-08-27,LSINS16223-10,100.0,100.0,42
2022-08-27,LSINS16223-9,100.0,100.0,35
2022-08-27,LDELE44869-11,100.0,99.9021,3
2022-08-27,LDELE44869-10,100.0,100.0,3
2022-08-27,LDELE44869-9,100.0,100.0,3
2022-08-27,LDELW38637-7,100.0,100.0,32
2022-08-27,LDELW38637-6,100.0,100.0,32
2022-08-27,LDELW38637-5,100.0,100.0,32
2022-08-27,LDELW38637-3,100.0,100.0,32
2022-08-27,LDELW38637-2,100.0,100.0,32
2022-08-27,LDELW38637-1,100.0,96.1538,32
2022-08-27,LDELM24197-3,100.0,100.0,10
2022-08-27,LDELM24197-2,100.0,100.0,10
2022-08-27,LDELM24197-1,100.0,100.0,10
2022-08-27,LCAIW32283-3,100.0,99.8811,17
2022-08-27,LCAIW32283-2,100.0,99.7938,17
2022-08-27,LCAIW32283-1,100.0,100.0,17
2022-08-27,LDELE24807-3,100.0,100.0,48
2022-08-27,LDELE24807-2,100.0,99.898,48
2022-08-27,LDELE24807-1,100.0,99.7712,48
2022-08-27,LCAIN20428-3,100.0,100.0,49
2022-08-27,LCAIN20428-2,99.9421,99.9065,49
2022-08-27,LCAIN20428-1,100.0,100.0,49
2022-08-27,LCAIW32487-3,100.0,99.9433,30
2022-08-27,LCAIW32487-2,100.0,99.9349,30
2022-08-27,LCAIW32487-1,100.0,99.8278,30
2022-08-27,LCAIN10363-2,100.0,100.0,38
2022-08-27,LCAIN10363-1,100.0,100.0,38
2022-08-27,LCAIN10363-3,100.0,100.0,38
2022-08-27,LDELW14496-3,100.0,100.0,20
2022-08-27,LDELW14496-2,100.0,100.0,20
2022-08-27,LDELW14496-1,99.8551,99.8044,20
2022-08-27,LDELM24299-4,100.0,100.0,10
2022-08-27,LDELM24299-3,100.0,99.8988,10
2022-08-27,LDELM24299-2,100.0,100.0,10
2022-08-27,LDELM24299-1,100.0,99.5406,10
2022-08-27,LDELW14516-3,100.0,99.8639,20
2022-08-27,LDELW14516-2,99.888,99.7869,20
2022-08-27,LDELW14516-1,100.0,99.8371,20
2022-08-27,LCAIN10450-3,100.0,100.0,13
2022-08-27,LCAIN10450-2,100.0,100.0,13
2022-08-27,LCAIN10450-1,100.0,100.0,13
2022-08-27,LCAIW32283-11,100.0,100.0,17
2022-08-27,LCAIW32283-10,100.0,100.0,17
2022-08-27,LCAIW32283-9,100.0,100.0,17
2022-08-27,LSINS26067-1,99.9804,99.9625,14
2022-08-27,LSINS26067-2,100.0,100.0,14
2022-08-27,LSINS26067-3,100.0,100.0,14
2022-08-27,LSINS26067-5,99.9467,99.9495,14
2022-08-27,LSINS26067-6,100.0,99.835,14
2022-08-27,LSINS26067-7,100.0,100.0,14
2022-08-27,LSINS36098-7,100.0,100.0,5
2022-08-27,LSINS36098-6,100.0,100.0,5
2022-08-27,LSINS36098-5,100.0,100.0,5
2022-08-27,LSINS26074-1,100.0,99.9456,14
2022-08-27,LSINS26074-2,100.0,99.9273,14
2022-08-27,LSINS26074-3,100.0,99.9423,14
2022-08-27,LSINS26074-5,100.0,99.9239,14
2022-08-27,LSINS26074-6,100.0,100.0,28
2022-08-27,LSINS26074-7,100.0,100.0,28
2022-08-27,LSINS36019-7,100.0,99.9249,5
2022-08-27,LSINS36019-6,100.0,99.8229,5
2022-08-27,LSINS36019-5,100.0,100.0,5
2022-08-27,LSINS26008-1,100.0,100.0,14
2022-08-27,LSINS26008-2,100.0,100.0,14
2022-08-27,LSINS26008-3,100.0,100.0,14
2022-08-27,LSINS26008-5,100.0,99.6564,14
2022-08-27,LSINS26008-6,100.0,100.0,14
2022-08-27,LSINS26008-7,100.0,100.0,14
2022-08-27,LSINS36014-5,100.0,100.0,5
2022-08-27,LSINS36014-6,100.0,99.963,5
2022-08-27,LSINS36014-7,99.6797,99.8966,5
2022-08-27,LSINS26004-1,100.0,99.9707,14
2022-08-27,LSINS26004-2,100.0,100.0,14
2022-08-27,LSINS26004-3,100.0,99.9402,14
2022-08-27,LSINS26004-5,100.0,100.0,14
2022-08-27,LSINS26004-6,99.9208,99.9242,14
2022-08-27,LSINS26004-7,100.0,98.7911,14
2022-08-27,LSINS26002-1,100.0,100.0,14
2022-08-27,LSINS26002-2,100.0,99.9399,14
2022-08-27,LSINS26002-5,100.0,99.639,14
2022-08-27,LSINS26002-7,100.0,100.0,14
2022-08-27,LCAIW30337-1,100.0,99.9351,27
2022-08-27,LCAIW30337-2,100.0,99.8693,27
2022-08-27,LCAIW30337-3,100.0,100.0,27
2022-08-27,LCAIW30337-5,100.0,99.8665,27
2022-08-27,LCAIW30337-6,100.0,100.0,27
2022-08-27,LCAIW30337-7,99.6855,100.0,27
2022-08-27,LCAIW30528-1,100.0,100.0,27
2022-08-27,LCAIW30528-2,100.0,100.0,27
2022-08-27,LCAIW30528-3,100.0,100.0,27
2022-08-27,LCAIW30528-5,100.0,100.0,27
2022-08-27,LCAIW30528-6,100.0,100.0,27
2022-08-27,LCAIW30528-7,100.0,99.6109,27
2022-08-27,LCAIW30508-1,100.0,99.9811,27
2022-08-27,LCAIW30508-2,100.0,99.9503,27
2022-08-27,LCAIW30508-3,99.9556,99.8267,27
2022-08-27,LCAIW30508-5,100.0,99.4245,27
2022-08-27,LCAIW30508-6,100.0,100.0,27
2022-08-27,LCAIW30508-7,100.0,100.0,27
2022-08-27,LCAIW30330-1,100.0,100.0,27
2022-08-27,LCAIW30330-2,100.0,100.0,27
2022-08-27,LCAIW30330-3,100.0,99.8817,27
2022-08-27,LCAIW30330-5,100.0,100.0,27
2022-08-27,LCAIW30330-6,100.0,100.0,27
2022-08-27,LCAIW30330-7,98.1481,100.0,27
2022-08-27,LCAIW30326-1,100.0,99.7947,27
2022-08-27,LCAIW30326-2,100.0,100.0,27
2022-08-27,LCAIW30326-3,100.0,100.0,27
2022-08-27,LCAIW30326-5,100.0,100.0,27
2022-08-27,LCAIW30326-6,100.0,100.0,27
2022-08-27,LCAIW30326-7,100.0,100.0,27
2022-08-27,LCAIW30322-1,99.9436,99.9466,27
2022-08-27,LCAIW30322-2,100.0,99.8647,27
2022-08-27,LCAIW30322-3,100.0,99.7563,27
2022-08-27,LCAIW30322-5,100.0,100.0,27
2022-08-27,LCAIW30322-6,100.0,100.0,27
2022-08-27,LCAIW30322-7,100.0,100.0,27
2022-08-27,LCAIW30318-1,100.0,100.0,44
2022-08-27,LCAIW30318-2,100.0,100.0,44
2022-08-27,LCAIW30318-3,100.0,100.0,44
2022-08-27,LCAIW30318-5,100.0,99.5902,44
2022-08-27,LCAIW30318-6,100.0,100.0,44
2022-08-27,LCAIW30318-7,100.0,99.8077,44
2022-08-27,LCAIW30320-1,100.0,100.0,44
2022-08-27,LCAIW30320-2,100.0,100.0,44
2022-08-27,LCAIW30320-3,100.0,100.0,44
2022-08-27,LCAIW30320-5,100.0,100.0,44
2022-08-27,LCAIW30320-6,100.0,100.0,44
2022-08-27,LCAIW30320-7,100.0,100.0,44
2022-08-27,LCAIW30308-1,100.0,100.0,44
2022-08-27,LCAIW30308-2,100.0,100.0,44
2022-08-27,LCAIW30308-3,100.0,99.2188,44
2022-08-27,LCAIW30308-5,100.0,100.0,44
2022-08-27,LCAIW30308-6,100.0,100.0,44
2022-08-27,LCAIW30308-7,100.0,100.0,44
2022-08-27,LCAIW30306-1,100.0,100.0,44
2022-08-27,LCAIW30306-2,100.0,100.0,44
2022-08-27,LCAIW30306-3,100.0,99.5086,44
2022-08-27,LCAIW30306-5,100.0,98.4848,44
2022-08-27,LCAIW30306-6,100.0,100.0,44
2022-08-27,LCAIW30306-7,100.0,99.4366,44
2022-08-27,LCAIW20303-1,100.0,100.0,9
2022-08-27,LCAIW20303-2,100.0,100.0,9
2022-08-27,LCAIW20303-3,100.0,99.8233,9
2022-08-27,LCAIW20303-5,100.0,100.0,9
2022-08-27,LCAIW20303-6,100.0,100.0,9
2022-08-27,LCAIW20303-7,100.0,100.0,9
2022-08-27,LCAIW20298-1,100.0,100.0,9
2022-08-27,LCAIW20298-2,100.0,100.0,9
2022-08-27,LCAIW20298-3,100.0,99.7534,9
2022-08-27,LCAIW20298-5,100.0,100.0,9
2022-08-27,LCAIW20298-6,100.0,100.0,9
2022-08-27,LCAIW20298-7,99.7613,99.3464,9
2022-08-27,LCAIW20300-1,100.0,100.0,9
2022-08-27,LCAIW20300-2,100.0,100.0,9
2022-08-27,LCAIW20300-3,100.0,100.0,9
2022-08-27,LCAIW20300-5,100.0,100.0,9
2022-08-27,LCAIW20300-6,100.0,100.0,9
2022-08-27,LCAIW20300-7,100.0,100.0,9
2022-08-27,LCAIW20287-1,100.0,100.0,9
2022-08-27,LCAIW20287-2,100.0,100.0,9
2022-08-27,LCAIW20287-3,100.0,99.881,9
2022-08-27,LCAIW20287-5,100.0,99.8628,9
2022-08-27,LCAIW20287-6,100.0,99.7925,9
2022-08-27,LCAIW20287-7,100.0,100.0,9
2022-08-27,LCAIW20280-1,100.0,100.0,9
2022-08-27,LCAIW20280-2,100.0,100.0,9
2022-08-27,LCAIW20280-3,100.0,100.0,9
2022-08-27,LCAIW20280-5,100.0,100.0,9
2022-08-27,LCAIW20280-6,100.0,99.2366,9
2022-08-27,LCAIW20280-7,100.0,99.6942,9
2022-08-27,LCAIW20273-1,100.0,99.8536,9
2022-08-27,LCAIW20273-2,100.0,100.0,9
2022-08-27,LCAIW20273-3,100.0,100.0,9
2022-08-27,LCAIW20273-5,100.0,100.0,9
2022-08-27,LCAIW20273-6,100.0,100.0,9
2022-08-27,LCAIW20273-7,100.0,100.0,9
2022-08-27,LCAIW20268-1,100.0,100.0,47
2022-08-27,LCAIW20268-2,99.7053,100.0,47
2022-08-27,LCAIW20268-3,99.8731,100.0,47
2022-08-27,LCAIW20268-5,100.0,100.0,47
2022-08-27,LCAIW20268-6,100.0,100.0,47
2022-08-27,LCAIW20268-7,100.0,99.8145,47
2022-08-27,LCAIW20265-1,100.0,99.7608,47
2022-08-27,LCAIW20265-2,100.0,100.0,47
2022-08-27,LCAIW20265-3,100.0,100.0,47
2022-08-27,LCAIW20265-5,99.8514,99.8715,47
2022-08-27,LCAIW20265-6,100.0,100.0,47
2022-08-27,LCAIW20265-7,100.0,100.0,47
2022-08-27,LCAIW20262-1,99.9291,100.0,47
2022-08-27,LCAIW20262-2,100.0,100.0,47
2022-08-27,LCAIW20262-3,99.977,99.956,47
2022-08-27,LCAIW20262-5,99.6732,99.8425,47
2022-08-27,LCAIW20262-6,100.0,100.0,47
2022-08-27,LCAIW20262-7,100.0,99.9266,47
2022-08-27,LCAIW20259-1,100.0,100.0,47
2022-08-27,LCAIW20259-2,100.0,100.0,47
2022-08-27,LCAIW20259-3,99.9121,99.9169,47
2022-08-27,LCAIW20259-5,100.0,100.0,47
2022-08-27,LCAIW20259-6,100.0,98.9529,47
2022-08-27,LCAIW20259-7,99.7412,99.3018,47
2022-08-27,LCAIW20197-1,100.0,100.0,47
2022-08-27,LCAIW20197-2,99.9647,100.0,47
2022-08-27,LCAIW20197-3,100.0,99.9666,47
2022-08-27,LCAIW20197-5,100.0,100.0,47
2022-08-27,LCAIW20197-6,100.0,100.0,47
2022-08-27,LCAIW20197-7,100.0,100.0,47
2022-08-27,LCAIW10501-1,100.0,100.0,12
2022-08-27,LCAIW10501-2,100.0,100.0,25
2022-08-27,LCAIW10501-3,100.0,100.0,25
2022-08-27,LCAIW10501-5,100.0,100.0,25
2022-08-27,LCAIW10501-6,100.0,99.7555,25
2022-08-27,LCAIW10501-7,100.0,100.0,25
2022-08-27,LCAIW10253-1,100.0,99.7419,12
2022-08-27,LCAIW10253-2,100.0,99.4178,12
2022-08-27,LCAIW10253-3,99.8668,99.8812,12
2022-08-27,LCAIW10253-5,100.0,100.0,12
2022-08-27,LCAIW10253-6,100.0,99.6774,12
